SNP1,SNP2,SNP3,SNP4,SNP5,SNP6,SNP7,SNP8,SNP9,SNP10,SNP11,SNP12,SNP13,SNP14,SNP15,SNP16,SNP17,SNP18,SNP19,SNP20,SNP21,SNP22,SNP23,SNP24,SNP25,SNP26,SNP27,SNP28,SNP29,SNP30,SNP31,SNP32,SNP33,SNP34,SNP35,SNP36,SNP37,SNP38,SNP39,SNP40,SNP41,SNP42,SNP43,SNP44,SNP45,SNP46,SNP47,SNP48,SNP49,SNP50,SNP51,SNP52,SNP53,SNP54,SNP55,SNP56,SNP57,SNP58,SNP59,SNP60,SNP61,SNP62,SNP63,SNP64,SNP65,SNP66,SNP67,SNP68,SNP69,SNP70,SNP71,SNP72,SNP73,SNP74,SNP75,SNP76,SNP77,SNP78,SNP79,SNP80,SNP81,SNP82,SNP83,SNP84,SNP85,SNP86,SNP87,SNP88,SNP89,SNP90,SNP91,SNP92,SNP93,SNP94,SNP95,SNP96,SNP97,SNP98,SNP99,SNP100,Phenotype
2,1.0,2,1,2,2.0,2.0,1.0,,2.0,,2.0,2.0,2,2,1.0,0.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,1.0,2,2.0,1.0,1.0,2.0,1,0.0,1.0,1.0,2,2.0,2,,2,2,2.0,,1,0,1.0,2.0,2.0,2,2.0,2.0,1,2.0,1.0,2.0,1.0,2,1.0,0.0,2.0,,2.0,1.0,0.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2,2.0,2,2,2.0,0.0,2.0,2.0,2.0,2,1.0,1.0,1.0,1.0,1.0,2.0,1,1.19189845299142
2,2.0,1,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,2.0,,2,2.0,2.0,1,0.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,0.0,1.0,1.0,2,1.0,0.0,1.0,2,2.0,2,2.0,2,1,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,0.0,2,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1,2,2.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,1.0,1.0,1.0,1.0,1.0,0.0,2,0.397347653610498
2,1.0,1,2,2,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,2,1,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,1.0,2,2.0,1.0,2.0,0.0,2,0.0,0.0,0.0,2,2.0,2,2.0,1,2,1.0,1.0,2,2,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,0.0,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2,2,1.0,,1.0,2,1.0,2,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,1.0,2.0,1.0,,2.0,2,-0.106971954121996
2,2.0,2,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,2.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2,,2.0,2,0.0,2,2.0,2.0,1.0,1.0,2,1.0,1.0,0.0,2,2.0,2,2.0,1,2,2.0,0.0,1,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2,1.0,2.0,0.0,1,2.0,2,2.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,1.0,0.0,1.0,0.0,1,0.439479819618534
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,1,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,1.0,1.0,1.0,2,0.0,1.0,,2,2.0,2,2.0,2,1,2.0,2.0,1,0,2.0,2.0,2.0,2,2.0,2.0,2,,1.0,2.0,0.0,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1,2,2.0,2.0,2.0,2,2.0,1,1.0,2,1,2.0,1.0,2.0,2.0,2.0,2,1.0,0.0,2.0,1.0,1.0,1.0,1,-0.63168987559997
2,2.0,2,2,2,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2,2,,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1,2.0,1.0,1.0,2.0,2,0.0,0.0,1.0,2,2.0,2,1.0,1,2,2.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2,1,2.0,0.0,1.0,2,2.0,2,1.0,2,2,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2.0,1.0,1.0,0.0,1,-2.54610485539223
2,2.0,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2,2,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,0,2.0,2.0,0,2.0,1.0,1.0,2.0,1.0,2,1.0,2.0,2,0.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,0.0,2,,2,2.0,2,2,1.0,2.0,1,2,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1,1,2.0,2.0,2.0,0,1.0,2,2.0,2,2,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,1.0,1.0,2.0,2.0,0,0.262629190524315
1,2.0,1,2,2,2.0,2.0,2.0,0.0,2.0,,2.0,1.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,1,2.0,2.0,2,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,2.0,2.0,1.0,2,1.0,1.0,2.0,2,2.0,1,2.0,2,2,2.0,1.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,,2.0,2.0,0.0,2,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2,2,2.0,1.0,1.0,2,2.0,2,1.0,2,1,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,2.0,2,0.495850347347453
1,1.0,0,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,1.0,2,2.0,2.0,2.0,1.0,2,1.0,1.0,0.0,2,2.0,2,2.0,2,2,2.0,1.0,1,1,2.0,2.0,2.0,1,2.0,2.0,1,2.0,1.0,1.0,1.0,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2,2,2.0,1.0,2.0,2,2.0,2,2.0,2,0,2.0,2.0,2.0,2.0,1.0,2,2.0,1.0,2.0,2.0,2.0,2.0,1,0.866431400945504
1,2.0,1,2,2,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1,2,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2,2.0,2.0,1.0,2.0,2,1.0,1.0,1.0,2,2.0,2,2.0,2,2,2.0,1.0,2,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,1.0,0.0,2,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2,2,2.0,1.0,2.0,2,2.0,2,2.0,2,1,2.0,2.0,2.0,,2.0,2,0.0,2.0,1.0,2.0,2.0,2.0,1,-0.48689735343383
2,1.0,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1,0,2.0,1.0,1.0,2.0,1.0,2,2.0,2.0,1,2.0,1.0,2,2.0,2.0,1.0,2.0,2.0,2,2.0,1.0,0,2.0,2,2.0,0.0,0.0,2.0,2,0.0,2.0,2.0,2,2.0,2,,0,2,2.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,1.0,1.0,2,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1,2,1.0,2.0,2.0,2,1.0,2,2.0,2,1,2.0,2.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,2.0,2,1.74866756643015
2,0.0,2,2,1,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,2,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,0.0,1,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,1,1.0,1,2.0,1.0,2.0,2.0,1,1.0,,,1,2.0,2,1.0,0,1,2.0,,1,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2.0,1.0,2.0,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2,2.0,2,1,,1.0,2.0,1.0,2.0,2,1.0,2.0,2.0,1.0,2.0,1.0,1,-0.0548248196611081
2,2.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2,1.0,1,2.0,1.0,2.0,2.0,2,2.0,0.0,2.0,2,2.0,2,1.0,2,2,1.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,2.0,2,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,1,2,2.0,2.0,2.0,2,1.0,2,1.0,2,1,2.0,1.0,2.0,2.0,1.0,2,,1.0,2.0,2.0,,2.0,2,-0.531094435881242
2,,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,0.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,1.0,2.0,1.0,2.0,2.0,1,2.0,2.0,1,2.0,1,2.0,1.0,1.0,1.0,2,0.0,2.0,,1,2.0,2,1.0,2,2,0.0,1.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1,2,2.0,2.0,2.0,1,1.0,1,2.0,2,2,,2.0,2.0,2.0,1.0,2,1.0,2.0,2.0,1.0,2.0,1.0,2,-0.92851784902739
2,2.0,2,2,2,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1,1,2.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,0.0,2,2.0,1.0,0.0,1.0,2,2.0,2.0,1.0,2,2.0,1,2.0,1,2,1.0,2.0,2,2,2.0,2.0,2.0,1,2.0,2.0,2,1.0,1.0,1.0,2.0,2,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1,2,2.0,1.0,2.0,2,2.0,2,1.0,2,2,1.0,1.0,2.0,2.0,,2,1.0,2.0,2.0,1.0,2.0,1.0,2,0.848904971450808
2,2.0,2,2,2,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2,1,2.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,0.0,2.0,1.0,2.0,2.0,2,1.0,2.0,1,0.0,2,2.0,1.0,1.0,0.0,2,2.0,2.0,0.0,2,2.0,2,2.0,2,1,1.0,1.0,2,2,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,2.0,2,1.0,1.0,1.0,1.0,2.0,0.0,,2.0,0,2,2.0,2.0,2.0,2,1.0,1,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,0.0,0.0,1.0,1.0,1.0,2,2.09898746415601
2,1.0,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1,0,1.0,1.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,2.0,2.0,1.0,2.0,2.0,2,1.0,1.0,0,2.0,2,2.0,0.0,0.0,2.0,1,1.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,1.0,1.0,2,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,1,2,1.0,2.0,2.0,2,1.0,2,1.0,2,1,2.0,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,0.0,2.0,2.0,1,-0.35944224184508
2,1.0,0,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,2.0,2.0,2.0,2.0,1.0,2,2.0,1.0,1,2.0,2,2.0,2.0,2.0,2.0,1,0.0,1.0,1.0,2,2.0,2,1.0,2,2,2.0,1.0,1,1,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,2.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,2,2,1.0,2.0,2.0,2,2.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,2.0,1.0,1.0,0.0,2.0,2,0.109412750525529
2,1.0,1,2,2,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2,1,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,0,1.0,2,2.0,0.0,1.0,1.0,2,1.0,2.0,1.0,2,2.0,2,0.0,2,1,2.0,2.0,2,0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1,2,2.0,1.0,1.0,1,2.0,1,2.0,2,2,2.0,2.0,2.0,2.0,0.0,2,1.0,2.0,2.0,1.0,1.0,1.0,2,-0.805589983791229
2,0.0,2,2,2,2.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2,2,1.0,0.0,0.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,1,0.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,2.0,2.0,1.0,2,1.0,0.0,1.0,2,2.0,2,2.0,0,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1.0,2.0,1.0,2,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2,2,2.0,2.0,2.0,2,2.0,2,2.0,1,2,2.0,2.0,2.0,2.0,2.0,2,0.0,1.0,2.0,1.0,2.0,2.0,2,1.15329351202559
2,1.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2,2.0,0.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,2,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,0,,1,2.0,1.0,2.0,1.0,2,0.0,0.0,1.0,1,2.0,2,0.0,1,2,1.0,1.0,2,2,1.0,2.0,2.0,2,2.0,2.0,0,,1.0,1.0,1.0,2,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,1,2,0.0,2.0,1.0,2,0.0,1,2.0,2,2,,2.0,2.0,2.0,2.0,2,1.0,2.0,1.0,1.0,2.0,0.0,2,-0.625776173708444
2,2.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2,2,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,2.0,1.0,2.0,2.0,2.0,2,2.0,1.0,0,1.0,1,2.0,2.0,1.0,2.0,2,2.0,1.0,1.0,1,2.0,1,1.0,1,2,2.0,2.0,1,2,1.0,1.0,2.0,2,2.0,2.0,2,2.0,0.0,1.0,1.0,2,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2,2,2.0,1.0,2.0,2,2.0,1,1.0,2,2,,0.0,2.0,2.0,2.0,2,1.0,2.0,1.0,0.0,2.0,0.0,1,-0.622827522162404
2,2.0,2,2,2,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1,2,1.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,0,1.0,2,2.0,2.0,1.0,2.0,2,2.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,2.0,1,2,2.0,1.0,1.0,2,2.0,2.0,1,1.0,0.0,,1.0,2,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1,2,2.0,1.0,2.0,2,2.0,1,2.0,2,1,2.0,0.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,2.0,2.0,2,0.596527563143476
2,2.0,1,2,1,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0,1,1.0,1.0,2.0,2.0,0.0,2,2.0,1.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2,2.0,0.0,2.0,2.0,1,1.0,0.0,2.0,2,2.0,1,1.0,0,2,2.0,0.0,1,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1.0,2.0,1.0,2,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,2,2,2.0,1.0,2.0,2,2.0,2,2.0,2,2,2.0,1.0,2.0,1.0,2.0,2,2.0,1.0,2.0,1.0,0.0,1.0,0,0.448784052564923
2,2.0,1,2,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2,2.0,1.0,2.0,2.0,0.0,2,2.0,2.0,2,2.0,1.0,0,1.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2,2.0,2,2.0,1.0,2.0,2.0,2,0.0,2.0,2.0,2,,2,1.0,1,2,2.0,1.0,2,1,2.0,2.0,1.0,2,2.0,2.0,1,2.0,2.0,1.0,1.0,2,0.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0,2,1.0,2.0,1.0,0,2.0,1,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,2.0,1.0,1.0,1.0,1.0,2.0,1,0.356854962709123
2,2.0,2,2,2,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2,1,2.0,0.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2,0.0,2.0,1.0,2.0,2.0,2,1.0,2.0,1,1.0,2,2.0,1.0,2.0,1.0,2,1.0,,1.0,2,2.0,2,2.0,2,2,2.0,0.0,2,1,2.0,1.0,2.0,2,2.0,2.0,2,2.0,1.0,1.0,1.0,2,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1,2,2.0,2.0,2.0,2,1.0,2,2.0,2,2,2.0,2.0,2.0,2.0,2.0,2,1.0,1.0,2.0,2.0,0.0,2.0,0,-0.351687542576192
2,0.0,1,2,2,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,2,1,2.0,1.0,0.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,0.0,1.0,1.0,2.0,2.0,2,2.0,,1,0.0,2,2.0,0.0,1.0,2.0,1,0.0,1.0,0.0,2,2.0,2,2.0,0,2,1.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,0.0,2.0,2.0,2,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1,2,2.0,1.0,1.0,1,0.0,2,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,1.0,2.0,1.0,2.0,2.0,1,0.841967064575954
2,2.0,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,2.0,2.0,1.0,2,2.0,2.0,1,2.0,2.0,2,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,0.0,2,2.0,1.0,,1.0,2,2.0,1.0,1.0,2,2.0,2,2.0,2,2,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,2.0,2,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1,2,1.0,2.0,1.0,1,2.0,1,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,2.0,1.0,1.0,2.0,1.0,1.0,0,1.36173445397922
2,1.0,2,2,2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2,1,1.0,2.0,1.0,2.0,0.0,2,2.0,2.0,2,2.0,2.0,2,,2.0,2.0,2.0,2.0,2,2.0,2.0,1,0.0,2,2.0,,1.0,1.0,2,0.0,,1.0,2,,2,1.0,1,2,2.0,1.0,1,2,2.0,1.0,2.0,1,2.0,2.0,1,2.0,2.0,1.0,2.0,2,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2,2,2.0,1.0,1.0,0,2.0,1,2.0,2,2,1.0,2.0,2.0,2.0,1.0,2,1.0,0.0,1.0,2.0,1.0,1.0,2,-0.473282540621197
2,2.0,1,2,2,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2,2.0,0.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,1,1.0,1,2.0,0.0,1.0,2.0,1,1.0,1.0,1.0,1,2.0,2,2.0,2,2,0.0,2.0,2,2,1.0,2.0,1.0,2,2.0,2.0,2,2.0,0.0,1.0,0.0,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2,2,2.0,2.0,2.0,1,1.0,1,2.0,2,1,,2.0,2.0,2.0,1.0,2,2.0,2.0,1.0,2.0,2.0,0.0,1,0.182256842677858
2,2.0,2,2,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2,2,,1.0,2.0,2.0,2.0,2,2.0,,2,2.0,1.0,1,2.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,2.0,1,2.0,1.0,2.0,1.0,2,2.0,1.0,1.0,2,2.0,2,1.0,2,2,2.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2.0,2.0,2.0,2,2.0,,2.0,1.0,1.0,0.0,,2.0,0,2,2.0,1.0,1.0,1,2.0,2,,2,1,2.0,1.0,2.0,2.0,2.0,2,2.0,0.0,1.0,2.0,2.0,2.0,1,-0.698291106823687
2,2.0,1,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1.0,1.0,2.0,1.0,1.0,2,2.0,2.0,1,2.0,2.0,1,0.0,1.0,2.0,2.0,2.0,2,2.0,2.0,0,2.0,1,2.0,0.0,2.0,1.0,2,1.0,2.0,1.0,2,2.0,2,1.0,2,1,2.0,2.0,2,1,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2.0,0.0,2,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,2,2,2.0,1.0,2.0,1,2.0,2,2.0,2,2,1.0,1.0,2.0,2.0,0.0,2,1.0,2.0,1.0,1.0,1.0,1.0,2,1.88950996033343
2,1.0,2,2,0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,2,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,0.0,1,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,1.0,2.0,1.0,2,0.0,2.0,1.0,2,2.0,1,1.0,1,2,,1.0,1,1,0.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2,2.0,2.0,1.0,2,2.0,0,1.0,2,2,2.0,1.0,2.0,2.0,2.0,2,0.0,2.0,2.0,0.0,1.0,1.0,2,1.10286193938521
2,1.0,2,1,2,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,1.0,2.0,0.0,2.0,2.0,2,2.0,2.0,1,2.0,2,2.0,2.0,2.0,,2,0.0,0.0,0.0,2,2.0,2,2.0,1,2,1.0,2.0,2,1,1.0,2.0,2.0,1,2.0,2.0,1,2.0,1.0,2.0,,2,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0,2,2.0,1.0,2.0,2,0.0,1,2.0,2,2,2.0,1.0,2.0,2.0,2.0,2,1.0,1.0,0.0,1.0,2.0,1.0,2,0.0364063215319945
2,2.0,1,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2,1.0,0.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,2.0,2,1.0,2.0,2.0,1.0,2.0,2,1.0,2.0,0,1.0,1,2.0,0.0,1.0,2.0,2,0.0,0.0,2.0,2,2.0,2,1.0,2,1,1.0,2.0,2,2,1.0,2.0,0.0,2,2.0,2.0,1,,2.0,1.0,2.0,2,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2,2.0,2.0,1.0,1,2.0,1,1.0,2,2,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,2.0,2.0,2.0,0.0,2,-0.511635552224424
2,1.0,2,2,2,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2,1,1.0,2.0,1.0,2.0,1.0,2,2.0,2.0,1,2.0,2.0,1,1.0,2.0,1.0,2.0,2.0,2,2.0,2.0,1,0.0,2,2.0,1.0,2.0,1.0,0,2.0,1.0,1.0,2,2.0,2,1.0,1,2,2.0,1.0,0,2,2.0,1.0,2.0,1,2.0,2.0,1,1.0,0.0,0.0,1.0,2,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1,2,2.0,1.0,1.0,0,2.0,1,1.0,2,2,2.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1.0,2.0,2.0,2.0,2,-1.94890414333296
2,1.0,2,2,2,2.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2,2,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0,2,0.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,2.0,1.0,,1,1.0,2.0,1.0,2,2.0,2,,1,2,1.0,2.0,1,2,2.0,2.0,2.0,2,2.0,2.0,1,2.0,2.0,1.0,2.0,2,2.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,2,2,2.0,1.0,1.0,2,2.0,1,2.0,2,2,2.0,1.0,2.0,2.0,1.0,2,1.0,2.0,2.0,2.0,1.0,1.0,2,-0.7487342017998
2,1.0,1,2,2,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,1.0,2,2.0,2.0,2.0,1.0,2,1.0,0.0,0.0,2,2.0,2,2.0,2,2,2.0,1.0,1,1,2.0,2.0,2.0,2,2.0,2.0,1,1.0,1.0,,2.0,2,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2,2,2.0,1.0,1.0,2,2.0,2,1.0,2,1,2.0,2.0,2.0,2.0,1.0,2,2.0,1.0,2.0,2.0,2.0,1.0,2,-0.786432158099322
2,2.0,1,1,1,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1,2,1.0,2.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1,0.0,2.0,1.0,2.0,2.0,2,1.0,1.0,2,0.0,2,2.0,1.0,2.0,2.0,2,0.0,1.0,2.0,2,2.0,2,2.0,2,1,1.0,1.0,2,0,2.0,2.0,2.0,2,2.0,1.0,1,1.0,1.0,2.0,0.0,2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1,2,2.0,0.0,1.0,1,1.0,2,2.0,2,2,2.0,0.0,2.0,2.0,1.0,2,2.0,1.0,1.0,2.0,0.0,1.0,2,-0.256224129437236
